TITLE,PLOT,POSTER,RATING,PEOPLE_RATED,JAPANESE_NAME,EPISODES,STATUS,AIRED,DURATION,POPULARITY,RANKED,CERTIFICATE,MEMBERS,FAVOURITES,PRODUCERS,LICENSORS,GENRE,STUDIOS
Chuukan Kanriroku Tonegawa,"Chuukan Kanriroku Tonegawa is a spin-off of the Kaiji series, which follows Tonegawa, the right hand man of Kazutaka Hyoudou, the president of the Teiai Corporation and owner of numerous gambling tournaments. After Hyoudou is getting bored with his life, he orders Tonegawa to organize a so called ""game of death"" as it is his and his subordinate's job to keep the president in a good mood. Tonegawa must cooperate with his subordinates in order to make the president happy and what follows is a humorous story of his interactions with his subordinates and other characters of the Kaiji series. (Source: MAL News)",https://cdn.myanimelist.net/images/anime/1072/93145.jpg,7.17,"13,626 users",中間管理録トネガワ,24,Finished Airing,"Jul 4, 2018 to Dec 26, 2018",23 min. per ep.,#3372,,PG-13 - Teens 13 or older,"40,441",117,"VAP,Half H.P Studio,Nippon Television Network,Nippon Television Music",Sentai Filmworks,"Comedy,Drama",Madhouse
Cang Lan Jue Part 2,"Looking for information on the anime Cang Lan Jue Part 2 (Love Between Fairy and Devil Part 2)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",https://cdn.myanimelist.net/images/anime/1766/131951.jpg,7.16,358 users,苍兰诀 下部,12,Finished Airing,"Dec 23, 2022 to Mar 10, 2023",16 min. per ep.,#12541,,PG-13 - Teens 13 or older,"1,125",4,Youliao Studio,add some,"Comedy,Fantasy,Romance",add some
Boogiepop wa Warawanai,"Five years ago, a string of grisly murders shook the city to its core and now the rumors have begun once more. Boogiepop... Everyone knows about Boogiepop: meet her one dark night and you are taken. People tell each other the stories and laugh: no one believes that she can possibly exist in this day and age. Still, strange things appear to be going on and the darkness is taking on many forms. Something is out there. Are you safe? (Source: RightStuf)",https://cdn.myanimelist.net/images/anime/1327/95777.jpg,7.16,"33,390 users",ブギーポップは笑わない Boogiepop Phantom,12,Finished Airing,"Jan 5, 2000 to Mar 22, 2000",24 min. per ep.,#1620,,R+ - Mild Nudity,"131,801","1,078","VAP,d-rights",Nozomi Entertainment,"Avant Garde,Drama,Horror,Mystery,Supernatural",Madhouse
Boku wa Tomodachi ga Sukunai,"When Kodaka Hasegawa finds out that he will be transferring to a new school, he is determined to make a positive impression, and maybe even some friends. However, Kodaka discovers he is out of luck when he immediately gets labeled as a violent delinquent due to his blond hair and intimidating expression. Although a month has passed, Kodaka is still alone thanks to his notorious reputation. However, his life begins to change when he finds fellow loner Yozora Mikazuki talking to her imaginary friend in an empty classroom. After sharing stories of their lonely high school life, Kodaka and Yozora decide to overcome the difficulties of making friends together by starting the Neighbor's Club. Created for people who don't have friends, daily activities involve learning social skills and how to fit in, which will hopefully allow them to make friends. Joined by the eroge-loving Sena Kashiwazaki, and other eccentric outcasts, Kodaka may finally have managed to find people he can call friends, in this club filled with hilarious oddballs. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/32873.jpg,7.16,"448,222 users",僕は友達が少ない,12,Finished Airing,"Oct 7, 2011 to Dec 23, 2011",24 min. per ep.,#224,,R+ - Mild Nudity,"796,804","3,782","AIC,Media Factory,TBS,Bushiroad,Bandai Namco Games,Good Smile Company",Funimation,"Comedy,Romance,Ecchi",AIC Build
Blood-C: The Last Dark,"Having escaped the many horrors of her village, Saya Kisaragi vows to hunt down the monster responsible and make him pay with his life. As she tears through flesh and bone for her vendetta, she encounters SIRRUT, a group of ingenious hackers, who enlist Saya to help them defeat a common enemy—someone she knows all too well. Unfortunately, the path she follows is paved with tragedy, as once again, Saya faces betrayal at the hands of those she has come to trust. With her back against the wall, the fearsome monster slayer must fight with all her strength and skill if she is to overcome this final mission and exact vengeance. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1159/94216.jpg,7.16,"48,882 users",劇場版 ブラッドシー ザ ラスト ダーク,1,Finished Airing,"Jun 2, 2012",1 hr. 46 min.,#1995,,R+ - Mild Nudity,"99,857",236,"Aniplex,Dentsu,Shochiku,Kadokawa Shoten,Mainichi Broadcasting System,Dwango",Funimation,"Action,Horror,Supernatural",Production I.G
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,"In this brand-new adventure, some Class 1-A students are sent to hone their survival skills at a training course. Having yet to receive their provisional licenses, they're eager to cut loose and have a little fun. They quickly discover that the danger they face is no simulation! It's going to take their combined training, teamwork, and quick thinking if they're going to pass this assignment! (Source: Funimation)",https://cdn.myanimelist.net/images/anime/1345/108741.jpg,7.16,"88,952 users",僕のヒーローアカデミア 生き残れ！決死のサバイバル訓練,2,Finished Airing,"Aug 16, 2020",23 min. per ep.,#1325,,PG-13 - Teens 13 or older,"172,378",177,add some,Funimation,,Bones
Lian Qi Shi Wan Nian,"One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out! Source: Baidu",https://cdn.myanimelist.net/images/anime/1567/133308.jpg,7.15,282 users,炼气十万年,160,Currently Airing,"Feb 18, 2023 to ?",11 min. per ep.,#13089,,PG-13 - Teens 13 or older,951,11,Tencent Penguin Pictures,add some,"Action,Adventure,Fantasy",Suoyi Technology
Kuruneko,Based on a manga about cats and their sake loving owner.,https://cdn.myanimelist.net/images/anime/6/20591.jpg,7.15,"1,211 users",くるねこ,50,Finished Airing,"Jul 5, 2009 to Jun 26, 2010",2 min. per ep.,#8256,,G - All Ages,"4,904",11,"Kadokawa Pictures Japan,Kansai Telecasting,Tokai Television",add some,"Comedy,Slice of Life","Studio Deen,DAX Production"
Kyoukai no Rinne 2nd Season,"High school student Sakura Mamiya and impoverished death god Rinne Rokudou continue to confront the supernatural. Pulled into the problems of their quirky acquaintances, the pair again find themselves immersed in trouble. Ageha's black cat Oboro seeks revenge for alleged mistreatment and demands Ageha to nullify their contract. When she refuses to do so, a bitter quarrel breaks out between them. Meanwhile, the scheming Damashigami Company shows no sign of halting its wrongdoings, and the bat-like demon Masato continues to commit devious acts to pursue his long-awaited revenge on Rinne. For Sakura and Rinne, these paranormal complications never seem to end. As their saga continues to unfold, they must cope with these unusual circumstances as they appear, all while facing problems of their own. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/79665.jpg,7.15,"13,562 users",境界のRINNE,25,Finished Airing,"Apr 9, 2016 to Sep 24, 2016",24 min. per ep.,#3654,,PG-13 - Teens 13 or older,"34,491",34,"Shogakukan-Shueisha Productions,NHK,Shogakukan",Sentai Filmworks,"Comedy,Supernatural",Brain's Base
Cardfight!! Vanguard: Link Joker-hen,"A few months have passed since the VF Circuit, and Aichi is now in High School. However Aichi is in a different high school than most of his friends, a high school where the instructors focus on looking towards the future. One day Aichi admits he thinks Cardfight can be a future people can believe in, but in order to prove it Aichi must use his new deck, a deck in which Royal Paladins and Gold Paladins are combined as one force. Slowly but surely Aichi must gain friends through Cardfighting and help his new team win the newly formed high school cardfighting championships. (Source: ANN)",https://cdn.myanimelist.net/images/anime/1229/125014.jpg,7.14,"11,926 users",カードファイト!! ヴァンガード リンクジョーカー編,59,Finished Airing,"Jan 13, 2013 to Mar 2, 2014",24 min. per ep.,#4455,,PG-13 - Teens 13 or older,"22,569",85,"TV Tokyo,Dentsu,Sotsu,Bushiroad",add some,,TMS Entertainment
Aku no Hana,"Takao Kasuga, a high school student fascinated by poetry, reveres Charles Baudelaire and even decorates his room with the poet's portrait. On a normal day, Takao forgets his copy of The Flowers of Evil in the classroom. When returning to retrieve it, he steals the sports garments of Nanako Saeki—a model student who Takao calls his muse and a femme fatale. Deeply ashamed of his act which he sees as a sin and what others see as a crime, Takao realizes with horror that Sawa Nakamura, his classmate and social outcast, knows about his theft. Blackmailed by her, Takao is now forced to partake in Sawa's disturbing fantasies, lest she reveals his deeds to everyone. Caught in a negative spiral of increasingly traumatic experiences, will Takao be able to break free from Sawa's thorns and atone for his sins? [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/50559.jpg,7.14,"77,991 users",惡の華,13,Finished Airing,"Apr 5, 2013 to Jun 30, 2013",24 min. per ep.,#1051,,R - 17+ (violence & profanity),"219,352","3,068","Starchild Records,Animax,Kodansha,KlockWorx,GANSIS",Sentai Filmworks,"Drama,Romance",Zexcs
